706 545
405 657
705 6
1105 31
2040 1035
287 6
187 207
2347 651
232 39
1231 4
581 347
146 258
1967 1
1302 210
1931 511
937 302
1173 32
1657 109
1184 4
2381 1817
1527 276
1385 295
1915 285
2262 285
543 4
2298 230
655 464
2372 354
2177 199
868 163
496 455
454 275
1349 6
915 6
58 387
1646 32
2048 23
363 82
800 237
667 504
244 692
2299 385
1152 32
1111 246
885 371
1475 1
1242 6
536 6
2019 281
1542 32
772 288
971 204
1846 201
1807 253
1189 109
1529 32
402 478
633 383
2315 291
852 32
220 39
322 78
105 402
521 288
623 120
2333 149
2366 282
178 1419
2344 119
108 229
1235 4
2343 1
797 397
2042 199
1002 6
2142 291
756 137
279 869
2353 474
892 6
1649 255
147 39
610 1805
2362 6
283 393
790 590
1082 103
410 6
1318 6
1176 292
849 2025
1030 398
305 94
758 327
414 158
959 395
568 288
165 288
709 1
2003 355
1717 168
1690 107
1680 284
905 683
654 23
1422 32
144 672
1117 158
1950 253
774 149
2380 374
1580 4
49 6
1745 118
1513 308
2111 347
970 123
1445 4
39 6
119 46
78 123
609 848
293 31
1290 32
2316 1
473 185
1661 331
1687 177
886 32
1034 217
2408 136
987 32
1689 336
2145 323
1204 301
613 260
826 72
831 267
357 82
2415 258
560 4
786 288
1922 1004
1664 1
669 259
323 32
2125 501
1406 6
1718 314
1909 188
842 271
174 1074
591 771
2255 561
564 614
241 39
2274 45
2102 293
1120 6
2095 570
346 278
315 1
853 32
515 261
9 571
1506 32
1496 4
355 23
934 493
2377 6
912 6
317 176
1794 371
2233 6
2109 470
1768 118
475 4
1048 408
1376 6
1486 291
48 6
1977 1078
1355 233
2297 303
598 51
301 6
149 90
2031 626
1873 863
845 6
713 281
503 553
159 46
1218 354
1755 305
1016 361
368 82
776 633
1033 32
2198 45
2046 229
298 216
492 475
213 46
789 1439
909 32
350 82
311 82
1479 201
1538 816
216 123
1158 198
966 67
1797 6
468 200
779 377
2165 6
1350 32
44 133
412 459
2420 308
364 185
600 6
2497 4
2441 111
1055 384
214 134
1999 1
546 554
150 446
250 32
634 757
2036 505
472 299
1377 196
1417 396
612 6
1927 82
1834 6
299 174
210 6
902 176
783 118
447 855
2157 241
1356 73
2159 207
1013 17
731 364
1546 254
1465 206
883 386
1124 296
1769 283
627 1731
2242 576
2117 158
1322 4
2196 196
1776 137
427 6
924 32
547 562
719 185
2148 304
145 123
1563 376
1219 4
2090 405
639 438
791 161
2182 288
1684 6
2338 6
752 257
1903 89
2161 45
455 6
816 244
2044 351
378 2268
2421 290
836 496
829 207
936 168
2208 6
662 6
1147 2268
1871 877
142 256
2001 6
520 334
1757 252
2100 1041
895 310
2351 4
1424 166
979 386
2163 516
2476 4
1882 108
1565 328
1594 201
117 1
1094 6
310 32
2490 158
1079 176
2175 4
1954 1850
1186 32
1345 32
1011 364
1759 6
1784 348
969 308
347 257
369 435
859 213
135 290
434 263
400 6
407 387
46 478
173 447
2204 540
1962 582
907 330
1100 41
209 313
2093 305
2054 653
90 123
2184 233
2304 502
88 1
767 254
2079 227
2224 6
2064 411
53 6
1760 293
523 1086
1161 2
337 82
367 258
972 2268
2431 506
1369 226
1841 158
1305 204
1726 292
2151 1
203 289
2465 224
1762 233
510 188
1813 239
690 310
1620 244
94 32
1170 1570
1616 105
234 5
1716 118
762 349
2281 278
1432 158
1126 296
309 6
2213 131
343 82
2216 389
264 39
2275 590
197 258
1380 32
356 32
1036 32
1959 2
1129 2095
1923 357
997 288
1593 32
83 4
25 6
1284 241
2041 384
594 193
113 309
1110 146
2305 289
262 281
748 157
995 496
2080 383
1321 329
824 259
930 371
2240 85
2375 45
2356 45
215 536
858 248
1078 253
823 880
2067 226
423 146
50 557
426 259
763 132
1832 400
2190 371
1041 73
500 133
1121 82
2236 412
1142 185
1585 369
394 197
2461 351
1554 168
2121 6
2016 238
2324 6
86 106
585 258
589 427
1961 398
743 258
1273 1
2301 45
1035 397
1812 207
1344 6
1736 155
798 286
724 576
151 53
1428 32
502 6
1934 663
1434 32
1552 4
897 437
2254 241
2146 309
1442 322
1443 1
579 197
398 197
900 252
261 354
2187 6
1098 452
1367 32
675 1117
1374 4
126 258
680 393
198 304
479 4
2360 274
226 278
803 1309
837 59
2400 2124
345 1298
811 501
2232 280
717 185
1083 343
2214 384
1763 313
1262 41
334 6
1288 9
1993 136
768 264
133 103
1353 32
1246 32
2388 828
1919 320
1966 302
396 282
1409 4
1879 345
2123 201
808 154
1555 29
784 258
1315 32
2156 548
720 288
1200 609
1095 103
131 451
35 4
615 311
742 6
446 1
82 144
1947 302
982 213
1334 98
1524 315
2068 989
377 123
2251 239
726 1
2012 6
383 727
734 1
1592 201
1478 339
544 445
2286 6
2499 373
382 354
200 1
1648 226
1975 495
2183 368
1634 2964
2169 6
1573 6
1096 103
1457 32
1375 6
1822 341
2261 301
1622 235
1006 281
795 420
572 434
2084 180
558 22
1872 112
1868 448
2091 464
2150 6
2075 542
181 39
631 133
1936 306
962 638
1115 32
2484 469
480 1
2302 224
575 537
1346 6
1275 207
376 197
2495 416
1699 365
2201 281
2136 526
2116 373
1530 204
538 4
1421 343
725 256
1116 313
395 723
577 6
2328 270
186 143
2456 4
59 6
352 108
605 1
245 259
1056 183
1764 397
1393 32
1328 73
77 6
1419 6
1939 1262
2195 4
252 818
1605 317
2218 4
268 6
1754 480
2129 329
664 280
2227 501
10 4
104 6
1217 322
288 3189
2320 136
167 31
84 2517
985 255
1729 137
465 6
1518 4
1080 280
777 590
1234 32
2416 1
211 39
339 107
238 288
2443 254
691 366
278 32
341 32
1921 1197
1482 32
2412 441
2097 249
2076 45
1366 32
1963 4
38 296
2434 172
1994 196
1933 190
2209 2481
2346 207
727 1282
1676 342
1300 254
1293 369
73 257
2045 584
45 6
750 112
1148 32
1310 32
1765 122
1338 32
908 73
2419 359
2235 45
2442 395
1806 1268
1845 216
1712 162
1710 360
143 128
1981 490
2396 543
1974 4
894 61
1973 255
1018 337
439 609
1272 305
1081 242
828 263
2107 6
2369 662
1665 4
1472 297
81 152
2181 410
835 234
1114 2268
329 1268
1703 6
602 6
2500 515
1925 387
1976 6
2481 253
2309 121
2483 380
1294 419
109 4
1786 53
1426 319
1000 485
2477 358
1844 849
231 534
1938 637
1212 316
628 36
2397 422
733 283
703 644
1992 1029
2199 1126
2212 222
1587 320
1291 232
566 448
1232 331
2119 454
335 6
1706 1061
1190 4
358 257
1154 301
2086 248
1365 4
1559 4
2060 326
761 307
1782 307
2404 212
819 285
2221 552
1624 6
1296 276
913 211
1670 6
640 407
2358 75
1609 344
715 152
1194 32
451 6
1824 389
1449 4
1978 493
528 115
2463 403
1331 241
2455 111
650 345
2010 304
2282 6
1900 255
1483 206
630 413
1270 32
2000 292
2303 285
330 292
2166 1127
430 362
1533 228
729 158
433 22
806 258
947 383
1775 298
517 6
314 139
2038 388
221 192
1683 253
1054 169
392 288
1662 532
1101 32
1052 298
948 32
488 146
1881 432
1407 1171
2247 1262
1089 32
1397 443
1636 377
687 6
1707 693
1414 32
1809 6
1883 6
1635 952
578 377
2005 659
1441 1
1917 199
673 214
2176 6
1582 209
390 123
95 154
537 6
2277 170
1119 631
2295 222
125 6
2428 6
1271 59
2051 183
1295 32
1852 282
163 39
30 237
1258 231
491 171
2488 320
2002 467
110 323
249 5
1767 294
1102 299
974 238
638 4
1207 4
1534 6
1132 73
1423 4
933 61
425 550
2374 6
1501 229
2334 463
1499 4
2387 440
671 4
588 595
1640 2296
6 32
1550 291
1268 189
2089 6
1604 6
1128 41
1241 29
1363 496
420 1
2289 6
485 288
2226 1157
1448 1580
2493 417
207 46
386 123
999 258
1388 575
635 149
1888 937
1805 261
1578 6
1436 486
2491 613
152 46
471 316
583 6
951 456
505 257
863 392
1238 185
1946 71
846 343
212 5
648 271
1875 354
1167 78
944 32
1408 32
1566 855
415 197
1260 32
107 256
903 271
416 6
2308 45
237 123
1720 608
1498 153
449 6
861 772
2474 415
611 240
2237 224
539 288
821 63
190 631
1372 125
1926 329
2164 203
2447 482
1017 486
1647 245
1303 32
477 396
723 338
967 6
975 61
17 82
41 57
333 46
2480 234
573 4
2244 322
1557 731
1233 170
338 158
1577 996
1639 293
93 667
1858 653
1971 6
1735 288
812 118
1097 288
138 46
665 6
822 179
1485 4
1012 485
2403 582
1162 4
1491 146
366 197
1027 322
180 421
192 46
1164 4
1175 4
744 343
771 308
825 1719
2118 322
2430 171
957 369
1579 105
1039 357
614 354
1453 6
1237 4
1800 287
1492 293
1390 281
2126 1067
2392 6
1859 850
1677 105
157 4
47 6
265 304
562 6
2120 1092
616 23
224 6
728 163
2285 183
1528 1262
2094 6
247 6
1019 32
2135 6
1279 631
2435 350
2171 211
636 288
637 570
645 369
1487 224
1324 32
2024 175
494 448
1572 293
1500 6
1371 172
349 1
881 144
929 282
1298 41
1360 597
696 343
2462 189
1292 244
1225 252
1166 296
754 255
80 123
2160 225
590 215
2467 499
2331 394
1471 6
1043 421
2311 336
2 120
735 31
2052 426
2174 161
1861 260
1747 6
286 857
2154 367
2406 502
1205 322
682 6
2264 373
659 288
646 383
2325 371
2070 460
1889 194
2444 143
998 4
19 494
1249 32
112 336
1090 174
587 450
2273 586
319 97
2043 1
1644 926
2365 266
864 1282
663 71
1949 6
1413 167
1440 315
2437 287
940 68
92 668
2211 282
1172 4
1738 6
2382 249
401 292
2335 1647
1343 134
1265 32
304 373
2266 454
493 4
2108 1
1773 935
2345 262
461 180
2453 410
641 319
712 121
1099 6
409 296
1820 1099
1651 343
2258 6
189 73
2425 366
2418 292
1840 204
904 6
1811 1
1285 32
201 39
708 6
1979 379
1737 255
1461 278
1335 32
2191 328
1462 203
601 1018
1897 500
848 358
2310 486
137 123
1400 293
1541 384
688 103
2401 411
1063 255
941 214
1595 438
1766 345
1793 9
1301 32
24 4
1145 194
1503 2268
2363 235
952 414
911 2124
344 288
1988 123
2413 3958
1230 197
336 408
1313 252
794 92
2314 233
1045 242
1721 353
1803 1
606 6
1849 226
854 991
1060 331
248 170
1308 631
106 46
2029 360
2059 1092
778 147
1239 213
890 613
2337 299
2172 179
134 241
1357 245
448 591
2409 88
153 39
2088 986
2407 316
1469 314
1801 383
2180 249
227 5
597 190
1458 430
1910 499
487 321
55 480
1601 509
1187 4
1255 811
1816 233
2023 229
569 201
1893 386
695 146
2035 385
1143 32
785 201
980 6
458 230
1918 6
2340 427
2278 462
1370 551
876 4
1730 388
1214 6
1050 206
1641 222
1523 230
1269 31
1521 6
873 32
2144 425
132 46
1870 270
755 330
1325 420
273 39
527 242
1405 170
1951 197
2487 117
1564 322
925 59
1660 207
184 668
1454 354
2026 299
1359 32
647 288
1362 32
1891 516
1864 880
1614 228
1607 443
988 73
1821 6
827 534
340 32
935 392
626 301
1319 32
2200 227
2110 1077
243 199
1144 4
1392 6
258 676
1259 73
1711 121
2472 287
1869 228
1299 295
381 82
2027 380
2368 4
15 479
2291 481
976 1760
618 4
2272 237
1958 165
2018 1760
1942 6
130 46
2252 467
893 193
2228 287
1066 175
2020 508
1630 6
1286 6
1059 308
205 123
621 231
1874 223
277 258
1195 224
40 568
36 205
2321 36
2049 248
622 282
1484 592
986 393
406 96
321 82
452 311
436 151
2096 287
2411 4
1792 984
63 545
1044 32
1697 400
2131 211
1399 206
2489 494
498 288
1330 32
2103 355
649 334
351 584
1131 6
1210 384
111 29
541 546
2423 174
20 373
75 553
1591 652
1076 631
57 6
4 1
1688 397
1007 32
272 675
548 882
229 103
1836 234
2050 453
2239 3846
1892 718
242 6
1645 283
716 398
1091 277
2149 1104
1758 919
977 388
619 6
751 6
1332 4
2025 425
2021 1106
851 382
68 46
2037 303
2342 280
1314 405
170 131
1928 131
2348 6
1617 217
984 1
1468 6
770 438
882 914
326 6
1168 400
2124 284
1474 32
1695 116
2203 377
169 182
2267 173
1890 379
1575 4
1138 267
2359 6596
256 538
1515 1
2288 1729
91 629
295 32
29 6
1682 32
1005 183
2276 256
1224 244
2402 112
1675 309
738 155
1220 32
1532 4
1672 110
963 396
1512 207
1725 124
1297 269
1123 29
1254 174
1744 316
1924 6
1826 196
1945 6
419 6
553 1133
1914 1104
2371 424
2478 235
1753 6
2197 285
372 6
342 46
240 208
2389 234
525 4
1029 304
1814 443
840 233
1277 32
1655 368
657 282
973 637
316 664
2452 474
702 257
176 257
2414 464
1896 758
1838 602
1025 175
1627 168
1862 230
440 336
478 143
1455 6
76 393
1722 318
2223 437
1134 32
1062 32
901 6
422 109
1282 185
292 182
732 6
1216 41
2098 167
559 244
1339 88
2205 336
2424 320
327 1050
1943 401
1459 6
429 126
1691 6
1827 408
549 6
1611 3452
1520 41
1352 457
65 46
1570 295
519 6
1463 294
2053 6
926 123
2241 272
312 166
2128 45
236 538
961 73
1574 646
1663 6
1336 73
2153 4
2317 220
1790 6
2207 3736
194 131
2188 6
2134 103
960 367
2099 6
470 192
938 398
1118 32
1930 309
128 39
1802 1
123 288
2028 23
79 103
56 6
27 631
2106 6
1700 237
574 388
898 385
1543 193
1972 286
1159 179
2256 502
1998 301
100 928
1633 184
1748 6
11 501
12 443
1885 271
1600 107
1589 6
2294 397
1401 261
72 31
2073 316
1470 6
704 541
856 193
1789 431
1071 180
2313 1731
964 6
668 216
172 39
1179 73
2449 639
2350 379
1643 2364
1329 515
698 292
2492 211
1088 144
1274 383
1823 391
557 288
1991 522
1517 327
513 75
1743 472
462 592
2341 199
1136 73
1825 280
1122 156
932 59
222 288
457 288
769 387
1125 235
1830 921
570 373
294 246
1437 255
504 4
874 6
2178 6
685 121
1568 6
2459 176
2440 1
1452 6
101 396
1920 112
1395 479
1548 533
289 32
596 6
968 4
1420 343
2284 261
1970 981
850 352
2376 6
978 6
1913 357
617 133
1430 281
983 185
1032 21
1535 415
749 196
1995 540
2383 274
773 119
1251 73
2194 428
2185 343
124 715
943 6
255 6
1243 316
1828 383
1402 447
683 310
373 290
857 288
711 288
1715 6
1884 287
2432 4
156 135
2384 182
1835 269
1752 1
1713 84
660 201
2225 6
1886 393
2271 442
1008 304
2143 243
411 546
2113 249
217 311
2318 6
1480 6
1510 241
486 545
1387 167
1547 907
2349 6
740 602
1531 632
1956 674
2140 249
810 373
2471 309
584 6
18 411
196 580
1714 204
158 675
1514 4
1208 4
1857 322
832 26
561 6
1964 6
545 4
1894 82
2355 964
421 288
52 141
1804 220
177 617
955 166
2357 603
2398 212
1719 1026
1833 383
171 103
276 168
408 82
1615 469
140 46
2260 329
921 398
552 188
1576 100
1955 258
13 161
1174 32
2410 214
737 260
1751 129
1191 235
1709 336
413 288
1075 32
3 59
2265 500
2015 251
1980 315
1654 108
359 230
1153 4
1583 231
1141 350
1257 301
1467 32
1953 886
2330 379
1701 271
1673 307
2007 1031
199 29
467 388
805 158
1267 207
2193 6
1069 129
2078 1126
1916 1
2445 119
1108 82
1843 6
320 499
534 201
1987 503
1222 2268
2339 94
1139 73
1810 4
389 720
21 4
1317 524
2319 452
1941 271
1906 246
1009 1104
576 258
1109 236
739 116
103 125
599 346
2032 45
2451 562
1165 32
699 82
1791 6
96 288
497 519
1431 246
1853 1
328 46
1181 170
923 327
1264 309
686 112
586 4
887 272
2062 541
1064 385
1968 244
1734 1016
1625 732
787 534
1562 235
324 6
1632 103
2385 328
348 781
1819 209
888 168
813 408
1781 183
764 384
1658 438
871 955
1837 6
1341 32
718 41
607 156
179 59
2494 405
1750 240
1877 184
922 526
815 105
1705 1
2115 6
2122 249
1347 278
889 32
796 631
1818 234
127 191
604 288
1603 151
1561 32
285 6
2072 289
1957 489
1412 211
571 489
2439 351
259 260
1252 248
620 576
120 1
2173 1127
495 310
438 406
1092 241
674 149
624 288
1887 293
877 1805
1073 32
565 230
380 258
1113 232
1724 687
16 480
928 1218
1588 880
697 386
129 629
2498 480
2132 394
1507 98
1068 270
1505 115
2296 595
2030 282
2017 588
1411 304
746 417
1133 225
1817 275
2399 45
1692 171
949 397
1537 4
554 6
2186 463
781 4
1028 256
2105 345
253 45
919 2
97 4
115 46
710 156
1379 534
2217 293
1783 219
1774 293
2179 341
2006 298
306 664
154 158
297 82
910 388
360 257
1245 4
1415 518
753328
